Nº;Date;Time;Country;League;Home;Away;golsHome;jogosHome;golsAway;jogosAway;avgHome;sdHome;avgAway;sdAway;avgSum;0x0;1x0;2x0;1x1;0x1;0x2;U25
718;27/08/2023;13:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 6;Sparta Prague;Karvina;48;19;33;20;2,5263;1,3126;1,65;0,7263;4,1763;1,54;3,88;4,9;6,4;2,54;2,09;21,35
719;27/08/2023;06:00;GERMANY;OBERLIGA BREMEN - ROUND 3;Geestemunde;Blumenthaler;50;22;40;21;2,2727;1,6564;1,9048;1,411;4,1775;1,53;3,49;3,96;6,64;2,92;2,78;21,32
720;27/08/2023;14:30;GERMANY;3. LIGA - ROUND 4;RW Essen;Preussen Munster;28;21;57;20;1,3333;0,8909;2,85;1,3143;4,1833;1,52;2,03;1,35;5,8;4,35;6,19;21,24
721;27/08/2023;09:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 5;Baden;Wil;47;21;39;20;2,2381;1,2688;1,95;2,0118;4,1881;1,52;3,4;3,8;6,62;2,96;2,89;21,19
722;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 4;Bayern U19;Karlsruher SC U19;50;21;38;21;2,381;1,1742;1,8095;1,3669;4,1905;1,51;3,6;4,29;6,52;2,74;2,48;21,14
723;27/08/2023;11:00;SLOVAKIA;4. LIGA - EAST - ROUND 6;Medzev;Mladost Kalsa;47;21;43;22;2,2381;1,1508;1,9545;1,3644;4,1926;1,51;3,38;3,78;6,61;2,95;2,89;21,12
724;27/08/2023;10:00;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 3;Schonnebeck;Kleve;59;24;40;23;2,4583;1,7554;1,7391;1,4209;4,1974;1,5;3,7;4,54;6,43;2,62;2,27;21,06
725;27/08/2023;05:15;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Zizkov;Vlasim;39;18;45;22;2,1667;1,118;2,0455;1,637;4,2122;1,48;3,21;3,48;6,56;3,03;3,1;20,86
726;27/08/2023;12:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 4;Motorlet Prague B;Kralovice;52;22;39;21;2,3636;1,9199;1,8571;1,7535;4,2207;1,47;3,47;4,1;6,45;2,73;2,53;20,75
727;27/08/2023;09:00;GERMANY;OBERLIGA NOFV-NORD - ROUND 4;TuS Makkabi Berlin;Rostocker FC;50;20;38;22;2,5;1,7176;1,7273;1,513;4,2273;1,46;3,65;4,56;6,3;2,52;2,18;20,67
728;27/08/2023;12:00;AUSTRIA;BUNDESLIGA - ROUND 5;LASK;Austria Vienna;55;24;35;18;2,2917;1,5405;1,9444;1,7786;4,2361;1,45;3,32;3,8;6,45;2,81;2,73;20,56
729;27/08/2023;10:30;BRAZIL;BRASILEIRO WOMEN - PLAY OFFS - SEMI-FINALS;Sao Paulo W;Ferroviaria W;46;22;41;19;2,0909;1,5929;2,1579;2,254;4,2488;1,43;2,99;3,12;6,44;3,08;3,33;20,39
730;27/08/2023;11:00;SLOVAKIA;4. LIGA - EAST - ROUND 6;Gerlachov;Pavlovce n. Uhom;44;18;47;26;2,4444;2,2662;1,8077;1,5694;4,2521;1,42;3,48;4,25;6,29;2,57;2,33;20,34
731;27/08/2023;10:00;TURKEY;SUPER LIG WOMEN - ROUND 1;Besiktas W;ALG Spor W;80;21;76;23;3,8095;3,0177;3,3043;2,8197;7,1138;0,08;0,31;0,59;1,02;0,27;0,45;2,72
732;27/08/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 4;Lazne Belohrad;Chlumec nad Cidlinou B;32;21;58;21;1,5238;1,6218;2,7619;1,9249;4,2857;1,38;2,1;1,6;5,79;3,8;5,25;19,92
733;27/08/2023;05:15;CZECH REPUBLIC;MSFL - ROUND 4;Karvina B;FK Frydek-Mistek;60;22;39;25;2,7273;1,8385;1,56;1,3291;4,2873;1,37;3,75;5,11;5,85;2,14;1,67;19,89
734;27/08/2023;07:30;NORWAY;DIVISION 1 WOMEN - ROUND 15;Aalesund W;Klepp W;54;20;35;22;2,7;1,8466;1,5909;1,642;4,2909;1,37;3,7;4,99;5,88;2,18;1,73;19,85
735;27/08/2023;05:00;HONG KONG;PREMIER LEAGUE - ROUND 2;Kitchee;Hong Kong FC;65;18;16;23;3,6111;2,1118;0,6957;0,9058;4,3068;1,35;4,87;8,79;3,39;0,94;0,33;19,67
736;27/08/2023;05:15;CZECH REPUBLIC;CFL - GROUP A - ROUND 4;Bohemians 1905 B;Dukla Prague B;62;24;45;26;2,5833;1,6562;1,7308;1,5079;4,3141;1,34;3,46;4,46;5,98;2,31;2,0;19,55
737;27/08/2023;12:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 17;Junkeren;Alta;66;22;31;23;3,0;2,0;1,3478;1,0047;4,3478;1,29;3,88;5,82;5,23;1,74;1,18;19,14
738;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 4;Furth U19;Mainz U19;33;20;57;21;1,65;1,2359;2,7143;2,1634;4,3643;1,27;2,1;1,73;5,7;3,45;4,69;18,94
739;27/08/2023;12:30;NORWAY;DIVISION 2 - GROUP 2 - ROUND 17;Brann 2;Kvik Halden;49;19;38;21;2,5789;2,208;1,8095;1,3316;4,3884;1,24;3,2;4,13;5,8;2,25;2,03;18,65
740;27/08/2023;11:00;CZECH REPUBLIC;1. LIGA WOMEN - ROUND 2;FK Pardubice W;Slovacko W;42;20;50;21;2,1;2,4062;2,381;2,7685;4,481;1,13;2,38;2,5;5,66;2,7;3,21;17,58
741;27/08/2023;12:00;AUSTRIA;BUNDESLIGA - ROUND 5;Rapid Vienna;Tirol;52;23;47;21;2,2609;1,5664;2,2381;2,6887;4,499;1,11;2,51;2,84;5,63;2,49;2,79;17,37
742;27/08/2023;07:15;NETHERLANDS;EREDIVISIE - ROUND 3;Zwolle;Utrecht;54;20;36;20;2,7;2,7586;1,8;1,3638;4,5;1,11;3,0;4,05;5,4;2,0;1,8;17,36
743;27/08/2023;16:15;ICELAND;BESTA DEILD KARLA - ROUND 21;Vikingur Reykjavik;Breidablik;60;24;42;21;2,5;1,7078;2,0;1,5736;4,5;1,11;2,78;3,47;5,55;2,22;2,22;17,35
744;27/08/2023;08:30;GERMANY;2. BUNDESLIGA - ROUND 4;Karlsruher SC;Braunschweig;49;20;41;20;2,45;1,8021;2,05;3,0079;4,5;1,11;2,72;3,33;5,58;2,28;2,33;17,35
745;27/08/2023;11:00;SWEDEN;DIVISION 1 - NORRA - ROUND 19;Vasalund;Sandviken;43;24;60;22;1,7917;1,4428;2,7273;1,513;4,519;1,09;1,95;1,75;5,33;2,97;4,05;17,14
746;27/08/2023;08:00;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 4;Ingolstadt U19;Eintracht Frankfurt U19;42;21;53;21;2,0;2,3705;2,5238;1,9668;4,5238;1,09;2,17;2,17;5,48;2,74;3,45;17,1
747;27/08/2023;11:00;ICELAND;BESTA DEILD WOMEN - ROUND 18;Throttur W;Breidablik W;44;21;56;23;2,0952;1,6007;2,4348;1,6895;4,53;1,08;2,26;2,37;5,5;2,62;3,19;17,02
748;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;Mondercange;Dudelange;27;20;67;21;1,35;1,4586;3,1905;1,4998;4,5405;1,07;1,44;0,97;4,6;3,4;5,43;16,91
749;27/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 17;Kristiansund 2;Byasen;40;20;59;23;2,0;1,5492;2,5652;2,0393;4,5652;1,04;2,08;2,08;5,34;2,67;3,42;16,63
750;27/08/2023;07:00;POLAND;CENTRAL YOUTH LEAGUE - ROUND 3;Gornik Zabrze U19;Legia U19;40;21;56;21;1,9048;1,2688;2,6667;1,8344;4,5715;1,03;1,97;1,88;5,25;2,76;3,68;16,57
751;27/08/2023;09:00;GERMANY;OBERLIGA SCHLESWIG-HOLSTEIN - ROUND 5;Todesfelde;VfR Neumunster;75;21;22;22;3,5714;2,4799;1,0;1,1282;4,5714;1,03;3,69;6,6;3,69;1,03;0,52;16,56
752;27/08/2023;02:00;AUSTRALIA;NPL ACT - ROUND 20;Gungahlin;Canberra Croatia;44;20;48;20;2,2;1,249;2,4;2,1772;4,6;1,0;2,21;2,43;5,31;2,41;2,9;16,26
753;27/08/2023;12:00;CZECH REPUBLIC;PARDUBICKY KP - ROUND 4;Horni Redice;Holice;63;21;34;21;3,0;2,4103;1,619;1,4631;4,619;0,99;2,96;4,44;4,79;1,6;1,29;16,07
754;27/08/2023;10:30;BRAZIL;BRASILEIRO WOMEN - PLAY OFFS - SEMI-FINALS;Santos W;Corinthians W;52;23;50;21;2,2609;1,5099;2,381;1,812;4,6419;0,96;2,18;2,47;5,19;2,3;2,73;15,83
755;27/08/2023;05:15;CZECH REPUBLIC;DIVISION D - ROUND 4;Brno B;Tasovice;56;21;38;19;2,6667;2,1006;2,0;1,2566;4,6667;0,94;2,51;3,34;5,02;1,88;1,88;15,57
756;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 4;Hoffenheim U19;Munich 1860 U19;65;21;33;20;3,0952;2,2658;1,65;1,4925;4,7452;0,87;2,69;4,16;4,44;1,44;1,18;14,78
757;27/08/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Varnsdorf;Taborsko;45;17;46;21;2,6471;1,747;2,1905;1,6218;4,8376;0,79;2,1;2,78;4,6;1,74;1,9;13,91
758;27/08/2023;09:00;GERMANY;REGIONALLIGA NORTH - ROUND 5;Phonix Lubeck;St. Pauli II;60;22;54;25;2,7273;2,2998;2,16;1,7591;4,8873;0,75;2,06;2,8;4,44;1,63;1,76;13,44
759;27/08/2023;08:00;MONGOLIA;PREMIER LEAGUE - ROUND 5;Falcons;Deren;48;20;55;22;2,4;2,0347;2,5;2,1052;4,9;0,74;1,79;2,15;4,47;1,86;2,33;13,34
760;27/08/2023;12:00;CZECH REPUBLIC;PARDUBICKY KP - ROUND 4;Hermanuv Mestec;Libisany;44;21;45;16;2,0952;1,6302;2,8125;1,9435;4,9077;0,74;1,55;1,62;4,35;2,08;2,92;13,26
761;27/08/2023;10:00;TURKEY;SUPER LIG WOMEN - ROUND 1;Galatasaray W;Karagumruk W;63;21;41;21;3,0;2,743;1,9524;1,9875;4,9524;0,71;2,12;3,18;4,14;1,38;1,35;12,88
762;27/08/2023;06:00;WORLD;CLUB FRIENDLY WOMEN;Marseille W;Fleury 91 W;62;21;46;23;2,9524;2,2778;2,0;1,5036;4,9524;0,71;2,09;3,08;4,17;1,41;1,41;12,87
763;27/08/2023;12:00;CZECH REPUBLIC;LIBERECKY KP - ROUND 4;Visnova;Sedmihorky;58;22;51;22;2,6364;1,3995;2,3182;1,6892;4,9546;0,71;1,86;2,45;4,31;1,63;1,89;12,85
764;27/08/2023;05:00;CZECH REPUBLIC;CFL - GROUP B - ROUND 4;Liberec B;Usti nad Labem;66;20;38;22;3,3;2,0025;1,7273;1,3877;5,0273;0,66;2,16;3,57;3,74;1,13;0,98;12,24
765;27/08/2023;11:30;CZECH REPUBLIC;DIVISION D - ROUND 4;Pelhrimov;Slavoj Polna;79;23;34;21;3,4348;1,9962;1,619;2,2778;5,0538;0,64;2,19;3,77;3,55;1,03;0,84;12,02
766;27/08/2023;13:30;LUXEMBOURG;BGL LIGUE - ROUND 4;Niedercorn;Hesperange;51;21;63;24;2,4286;1,2936;2,625;2,2696;5,0536;0,64;1,55;1,88;4,07;1,68;2,2;12,02
767;27/08/2023;09:00;ESTONIA;ESILIIGA - ROUND 25;Tabasalu;Levadia U21;76;21;31;21;3,619;5,686;1,4762;1,4013;5,0952;0,61;2,22;4,01;3,27;0,9;0,67;11,68
768;27/08/2023;10:00;SCOTLAND;SWPL 1 WOMEN - ROUND 4;Celtic W;Dundee Utd W;70;19;34;24;3,6842;2,754;1,4167;2,0395;5,1009;0,61;2,24;4,13;3,18;0,86;0,61;11,63
769;27/08/2023;09:00;NORWAY;DIVISION 2 - GROUP 1 - ROUND 17;Lyn;Brattvag;68;19;38;24;3,5789;1,9006;1,5833;1,3819;5,1622;0,57;2,05;3,67;3,25;0,91;0,72;11,17
770;27/08/2023;12:00;CZECH REPUBLIC;KARLOVARSKY KP - ROUND 2;Citice;Hroznetin;61;22;51;21;2,7727;1,9053;2,4286;2,106;5,2013;0,55;1,53;2,12;3,71;1,34;1,62;10,87
771;27/08/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 4;Jaromer;Solnice;57;22;43;16;2,5909;2,1671;2,6875;1,6093;5,2784;0,51;1,32;1,71;3,55;1,37;1,84;10,3
772;27/08/2023;20:00;PERU;LIGA WOMEN - PLAY OFFS - FINAL;Alianza Lima W;U. de Deportes W;112;23;56;21;4,8696;3,2478;2,6667;2,0548;7,5363;0,05;0,26;0,63;0,69;0,14;0,19;1,96
773;27/08/2023;06:00;SLOVENIA;1. SZNL WOMEN - ROUND 3;Mura W;Primorje W;142;21;21;21;6,7619;6,7253;1,0;1,633;7,7619;0,04;0,29;0,97;0,29;0,04;0,02;1,65
774;27/08/2023;09:00;ESTONIA;MEISTRILIIGA WOMEN - ROUND 15;Saku Sporting W;Flora W;86;22;100;18;3,9091;2,6613;5,5556;3,67;9,4647;0,01;0,03;0,06;0,17;0,04;0,12;0,43
